iter	RMSE
329	0.2325660051
330	0.2317065421
331	0.2308364436
332	0.2299862625
333	0.2291367563
334	0.2282901141
335	0.2274162442
336	0.2265713293
337	0.2257431185
338	0.2248895587
339	0.224042654
340	0.2232249154
341	0.2224079394
342	0.2215836607
343	0.2207576725
344	0.2199563435
345	0.219119009
346	0.2183094686
347	0.217516383
348	0.2167304293
349	0.2159396435
350	0.2151300677
351	0.2143349806
352	0.2135341774
353	0.2127686243
354	0.2120188043
355	0.2112311737
356	0.2104456103
357	0.2096856244
358	0.2089245913
359	0.2081532167
360	0.2073911703
361	0.2066271191
362	0.2058709964
363	0.2051157104
364	0.2043698552
365	0.203619439
366	0.2028887511
367	0.2021455876
368	0.2014124861
369	0.2007064487
370	0.1999898289
371	0.199284747
372	0.1985764757
373	0.1978776489
374	0.1971944887
375	0.1964827223
376	0.1957942472
377	0.19510503
378	0.1944379327
379	0.1937338115
380	0.193045541
381	0.1923709342
382	0.1916909211
383	0.1910325606
384	0.190376283
385	0.1897262018
386	0.1890606106
387	0.188390019
388	0.1877279865
389	0.1870706371
390	0.1864029695
391	0.1857424878
392	0.1850962793
393	0.1844468842
394	0.1838024621
395	0.1831588605
396	0.1825235477
397	0.1819005053
398	0.1812605436
399	0.1806541623
400	0.1800402011
401	0.1794151171
402	0.1787921181
403	0.1782008967
404	0.1775879309
405	0.1769763761
406	0.1763624653
407	0.1757626756
408	0.1751531864
409	0.1745488967
410	0.1739518829
411	0.1733601836
412	0.1727708995
413	0.1721838889
414	0.1716001684
415	0.1710384117
416	0.1704521929
417	0.1698788929
418	0.1693152661
419	0.1687366631
420	0.1681604672
421	0.1675904222
422	0.1670323608
423	0.1664823056
424	0.1659317116
425	0.1653794021
426	0.1648395116
427	0.1643051124
428	0.1637650937
429	0.1632355737
430	0.1627235565
431	0.1621835668
432	0.1616478498
433	0.1611154104
434	0.1606112192
435	0.1600848022
436	0.1595617013
437	0.1590539755
438	0.1585470352
439	0.1580466907
440	0.1575337978
441	0.1570155472
442	0.1565295277
443	0.1560288754
444	0.1555287678
445	0.1550305494
446	0.1545280012
447	0.1540392385
448	0.1535449334
449	0.1530615795
450	0.1525770552
451	0.1520931951
452	0.1516179108
453	0.1511343721
454	0.150667454
455	0.1502034785
456	0.149752896
457	0.1493001598
458	0.1488403486
459	0.1483712116
460	0.1479035605
461	0.1474441646
462	0.1469823043
463	0.1465304984
464	0.1460759519
465	0.1456351265
466	0.1451865186
467	0.1447506286
468	0.1443257306
469	0.1438875574
470	0.1434546856
471	0.1430167928
472	0.1425917651
473	0.1421608483
474	0.1417482573
475	0.1413205773
476	0.1408897267
477	0.1404831924
478	0.1400631864
479	0.1396479329
480	0.1392346705
481	0.1388184004
482	0.1384068662
483	0.1379992802
484	0.1375834173
485	0.1371750991
486	0.1367682349
487	0.1363676867
488	0.1359689712
489	0.1355738085
490	0.1351730325
491	0.1347771739
492	0.1343920626
493	0.1340030215
494	0.1336082041
495	0.1332232447
496	0.1328413967
497	0.1324665238
498	0.1320913304
499	0.1317146303
500	0.1313414592
501	0.1309700994
502	0.1305934664
503	0.1302213051
504	0.1298523896
505	0.1294852105
506	0.1291206087
507	0.1287628592
508	0.1283968792
509	0.1280374539
510	0.1276759858
511	0.1273245409
512	0.1269710549
513	0.1266190916
514	0.1262671901
515	0.1259172682
516	0.1255708845
517	0.125234333
518	0.1249079328
519	0.1245613255
520	0.1242225508
521	0.1238874084
522	0.1235535045
523	0.123236318
524	0.1229115072
525	0.1225828645
526	0.1222579666
527	0.1219296392
528	0.1216034514
529	0.1212978739
530	0.1209797746
531	0.1206643979
532	0.1203560484
533	0.1200438746
534	0.1197249513
535	0.1194154208
536	0.1191126671
537	0.1187976073
538	0.1184910469
539	0.118186772
540	0.1178855661
541	0.1175885112
542	0.1172956815
543	0.1170070159
544	0.1167093157
545	0.1164216977
546	0.116131169
547	0.1158362419
548	0.1155507658
549	0.1152599682
550	0.1149755759
551	0.1146898416
552	0.1144084366
553	0.1141321767
554	0.1138498566
555	0.1135656145
556	0.1132861622
557	0.1130156227
558	0.1127351541
559	0.1124699619
560	0.1122056224
561	0.1119314325
562	0.1116598609
563	0.1113983558
564	0.1111368426
565	0.1108732971
566	0.1106207508
567	0.1103592997
568	0.1101020637
569	0.1098403109
570	0.1095845181
571	0.1093275912
572	0.1090739849
573	0.1088205136
574	0.1085661936
575	0.1083178945
576	0.1080721775
577	0.1078231501
578	0.1075793156
579	0.1073396921
580	0.1071074232
581	0.1068696725
582	0.1066279392
583	0.1063927331
584	0.1061557271
585	0.1059300218
586	0.1056954595
587	0.1054626688
588	0.1052348494
589	0.1050090854
590	0.1047792545
591	0.1045621471
592	0.1043303263
593	0.104111489
594	0.1038856716
595	0.1036653885
596	0.1034410672
597	0.1032210528
598	0.1030012366
599	0.1027818367
600	0.1025665446
601	0.1023446732
602	0.1021365317
603	0.1019213518
604	0.1017106843
605	0.101506915
606	0.1013032286
607	0.1010893515
608	0.1008847043
609	0.1006758125
610	0.1004627898
611	0.1002502926
612	0.100043684
613	0.09984761732
614	0.0996440518
615	0.09945111719
616	0.09925008552
617	0.09905500739
618	0.09885471966
619	0.0986618624
620	0.09846137093
621	0.09827647962
622	0.09808394638
623	0.09788810851
624	0.09769654245
625	0.097514614
626	0.09732274535
627	0.0971336552
628	0.09695453973
629	0.09676762475
630	0.09657613113
631	0.09639922023
632	0.09621571109
633	0.09603115822
634	0.09584999705
635	0.09567119482
636	0.09548692922
637	0.09531702495
638	0.09514941284
639	0.09497982852
640	0.09480217225
641	0.09463365545
642	0.09446167727
643	0.09428290849
644	0.0941181376
645	0.09394696687
646	0.09377942085
647	0.09361931078
648	0.09345191755
649	0.09328819122
650	0.09312299617
651	0.09296124871
652	0.09278803541
653	0.09263310003
654	0.09247185243
655	0.09230761468
656	0.09215218552
657	0.09199082089
658	0.09183345806
659	0.09167186413
660	0.091521096
661	0.09137247147
662	0.09121887739
663	0.09107306007
664	0.09092374782
665	0.09076925452
666	0.09062375478
667	0.09048166635
668	0.09032967889
669	0.09017837859
670	0.09003028483
671	0.08988169701
672	0.08974257695
673	0.08959717927
674	0.08945151804
675	0.08931079688
676	0.08917088594
677	0.08903516233
678	0.08890008298
679	0.08875577991
680	0.08862099437
681	0.0884768836
682	0.08833979574
683	0.0882018923
684	0.08807102598
685	0.08794153669
686	0.08780840624
687	0.08766604264
688	0.08752596271
689	0.08738339683
690	0.08725293048
691	0.08712624022
692	0.08700002455
693	0.08686664789
694	0.08673381855
695	0.08661026701
696	0.08647833163
697	0.08635772966
698	0.0862308873
699	0.08610436318
700	0.08596924001
701	0.08585130294
702	0.0857258343
703	0.08560406036
704	0.08549044457
705	0.08536539754
706	0.08524931212
707	0.08512390679
708	0.08500844695
709	0.08489325338
710	0.08477645014
711	0.08465549598
712	0.08453755813
713	0.08441833455
714	0.08430828014
715	0.08418454569
716	0.08406149719
717	0.08394405742
718	0.08382769256
719	0.08370388907
720	0.08358777124
721	0.08346761998
722	0.08335380698
723	0.08324019067
724	0.08313474561
725	0.0830235941
726	0.08291722668
727	0.08281263844
728	0.08270905515
729	0.08260748655
730	0.08250308407
731	0.08239310683
732	0.08229166154
733	0.08219274349
734	0.08209123456
735	0.0819883719
736	0.08188741128
737	0.08178816522
738	0.08169258482
739	0.08158872058
740	0.08148699974
741	0.08137766605
742	0.08127930698
743	0.08117157965
744	0.08106890963
745	0.08096439787
746	0.08086990042
747	0.08077510906
748	0.08068268149
749	0.08058148774
750	0.08048970441
751	0.08039797274
752	0.08030793534
753	0.08020586864
754	0.08010239731
755	0.08000831078
756	0.07991187112
757	0.07981919233
758	0.07972543397
759	0.07963261878
760	0.0795462039
761	0.07944706551
762	0.0793530861
763	0.07926642509
764	0.07918195847
765	0.07908985846
766	0.07899629719
767	0.07890368403
768	0.07882206699
769	0.07873368822
770	0.0786480557
771	0.07856506039
772	0.0784721225
773	0.07838752496
774	0.07830133391
775	0.0782125911
776	0.07813156482
777	0.07804640685
778	0.07796256302
779	0.07787890977
780	0.07779707049
781	0.07770924992
782	0.07763034285
783	0.07755215775
784	0.07746850941
785	0.0773904979
786	0.07731302107
787	0.07723876256
788	0.07716178659
789	0.07708984889
790	0.07701752833
791	0.07694290548
792	0.07687162093
793	0.07680006508
794	0.07672101476
795	0.07664814889
796	0.07657222522
797	0.0764963952
798	0.07642511801
799	0.07634879004
800	0.07627019327
801	0.07619327803
802	0.07611958497
803	0.07604333391
804	0.07596822563
805	0.07589508611
806	0.07582873749
807	0.07575843837
808	0.07568778736
809	0.07561273273
810	0.07554117667
811	0.07547692291
812	0.07540334422
813	0.07533052319
814	0.07526131191
815	0.07519589693
816	0.07513194117
817	0.07506509478
818	0.07500289695
819	0.07493135542
820	0.07486779877
821	0.07480286812
822	0.07473901877
823	0.07466932215
824	0.07459977426
825	0.07453939564
826	0.07447485994
827	0.07441552111
828	0.07435054428
829	0.07428698663
830	0.0742211577
831	0.07415931478
832	0.07409977422
833	0.07404233589
834	0.07397757898
835	0.07391571816
836	0.07385758619
837	0.07379875572
838	0.0737430207
839	0.07368449264
840	0.0736205439
841	0.07355794918
842	0.07349598124
843	0.07343292768
844	0.07337254484
845	0.0733168463
846	0.07325131893
847	0.07319327998
848	0.07313428264
849	0.07306899904
850	0.07301233291
851	0.07296114262
852	0.07290856635
853	0.07285646598
854	0.07280380134
855	0.07275249102
856	0.07269962912
857	0.07264513517
858	0.07259353852
859	0.07253711922
860	0.07248119014
861	0.07243088245
862	0.07237236888
863	0.07231809577
864	0.07226320346
865	0.07221237269
866	0.07216217063
867	0.07211407992
868	0.07205732788
869	0.0720064887
870	0.07194965338
871	0.07189879169
872	0.07185021106
873	0.07179683947
874	0.07174756675
875	0.0716928651
876	0.07164809268
877	0.07159382232
878	0.07154256569
879	0.07148925017
880	0.0714417053
881	0.07139334303
882	0.07134786401
883	0.07129718931
884	0.07125244404
885	0.07120514575
886	0.07115434076
887	0.07110332486
888	0.0710593769
889	0.07101025875
890	0.07096123328
891	0.07091727836
892	0.0708701098
893	0.07082553015
894	0.07078408338
895	0.07073792387
896	0.07069088011
897	0.07064056627
898	0.07059777857
899	0.07055718011
900	0.07050844908
901	0.07046842204
902	0.07042625993
903	0.07037974807
904	0.07033470695
905	0.07029278442
906	0.07025451005
907	0.07021383322
908	0.0701725295
909	0.0701322379
910	0.07009128379
911	0.07005041446
912	0.07000472324
913	0.06996477232
914	0.06992245377
915	0.06988488982
916	0.06983924724
917	0.06979353262
918	0.06975084732
919	0.06970728901
920	0.06966136528
921	0.06962050256
922	0.06958347525
923	0.06953939131
924	0.0695033139
925	0.06946759439
926	0.06943268512
927	0.06939782643
928	0.06935730379
929	0.06931443093
930	0.06927544596
931	0.06923585072
932	0.06919591972
933	0.06915777695
934	0.06911771935
935	0.06908218465
936	0.06904945814
937	0.06901241151
938	0.06897165728
939	0.06893770369
940	0.06889691695
941	0.06886523029
942	0.06883307775
943	0.06879963608
944	0.06876251278
945	0.0687303888
946	0.06869830995
947	0.06866444847
948	0.0686325401
949	0.06859321603
950	0.06855628785
951	0.06852241427
952	0.06848661118
953	0.0684484179
954	0.06841553452
955	0.06837814061
956	0.06834440939
957	0.06831274534
958	0.06828231191
959	0.06824821788
960	0.06821934027
961	0.06818357296
962	0.0681544299
963	0.06812231318
964	0.0680890854
965	0.06805381573
966	0.06802511701
967	0.06798955706
968	0.06795858536
969	0.06792771069
970	0.06789270054
971	0.06786459666
972	0.06782927403
973	0.06779793144
974	0.06776609481
975	0.06773867187
976	0.06770841265
977	0.06768119769
978	0.06765452781
979	0.06762250175
980	0.06759337755
981	0.06756592943
982	0.06753956731
983	0.06750621016
984	0.06747743875
985	0.06744840441
986	0.06741884098
987	0.06739355873
988	0.06736604659
989	0.06733645942
990	0.06731004476
991	0.06728080846
992	0.06724856652
993	0.06721834397
994	0.06719209438
995	0.06716087711
996	0.06713324312
997	0.06710353585
998	0.06707738133
999	0.06705084602
1000	0.06702227812
1001	0.0669975786
1002	0.06697072022
1003	0.06694303496
1004	0.06691563683
1005	0.06689015588
1006	0.06686512459
1007	0.0668346647
1008	0.06680362565
1009	0.06678031973
1010	0.06675720643
1011	0.06672764295
1012	0.06670424194
1013	0.06667817895
1014	0.0666558663
1015	0.06663108288
1016	0.06660893479
1017	0.06658168837
1018	0.06655531886
1019	0.06653238536
1020	0.06650690039
1021	0.06648166216
1022	0.06646070171
1023	0.06643250311
1024	0.06640810714
1025	0.0663827107
1026	0.06635749083
1027	0.06633064456
1028	0.06630767504
1029	0.06628544769
1030	0.06626351635
1031	0.06623910947
1032	0.06621469334
1033	0.06619196032
1034	0.0661713789
1035	0.0661516184
1036	0.06612768066
1037	0.06610680527
1038	0.06608324108
1039	0.06606350254
1040	0.06604298663
1041	0.0660175044
1042	0.0659922722
1043	0.06596895838
1044	0.06594848085
1045	0.06592340439
1046	0.06590148594
1047	0.06588234743
1048	0.06586061969
1049	0.0658412228
1050	0.0658174437
1051	0.06579368436
1052	0.06577507203
1053	0.06575617203
1054	0.06573645844
1055	0.065713309
1056	0.06569374315
1057	0.06567222104
1058	0.06564868595
1059	0.06562856334
1060	0.06560515865
1061	0.06558220545
1062	0.06556002808
1063	0.06554253015
1064	0.06552393243
1065	0.06550564873
1066	0.06548618779
1067	0.06546305252
1068	0.06544178658
1069	0.06542279765
1070	0.06540592123
1071	0.06538915896
1072	0.06537236809
1073	0.06535092805
1074	0.06532821536
1075	0.06531174602
1076	0.06529129033
1077	0.0652731517
1078	0.06525677326
1079	0.06523796886
1080	0.06522115003
1081	0.06520524387
1082	0.0651895471
1083	0.06517333787
1084	0.06515770718
1085	0.06513960001
1086	0.06512398411
1087	0.06510293576
1088	0.06508146332
1089	0.06506495363
1090	0.0650484076
1091	0.06502807959
1092	0.06501301104
1093	0.06499556279
1094	0.06497904881
1095	0.06496274456
1096	0.06494763973
1097	0.06492793664
1098	0.06491098161
1099	0.06489059403
1100	0.06487457299
1101	0.06486006162
1102	0.06484367213
1103	0.06482382076
1104	0.06480934983
1105	0.06479432749
1106	0.06477495478
1107	0.06476014664
1108	0.06474080607
1109	0.0647258298
1110	0.06470672027
1111	0.06469114066
1112	0.06467754881
1113	0.06466173889
1114	0.06464324354
1115	0.06462704053
1116	0.06460873804
1117	0.06459134747
1118	0.06457811558
1119	0.06455911416
1120	0.06454398519
1121	0.06453021156
1122	0.06451469716
1123	0.06450149577
1124	0.06448380838
1125	0.06447045815
1126	0.06445627847
1127	0.06444267989
1128	0.06442625057
1129	0.06441192108
1130	0.06439782787
1131	0.06438482358
1132	0.06437202817
1133	0.06435870519
1134	0.06434362274
1135	0.06432599476
1136	0.06431041376
1137	0.06429697104
1138	0.06428168967
1139	0.06426935847
1140	0.06425170765
1141	0.06423572745
1142	0.06421838975
1143	0.06420560921
1144	0.06418967927
1145	0.06417679872
1146	0.06416360562
1147	0.06415027838
1148	0.06413818857
1149	0.06412444044
1150	0.06410964101
1151	0.06409360823
1152	0.06407695626
1153	0.0640627807
1154	0.06405127417
1155	0.06403438765
1156	0.06402333082
1157	0.0640096069
1158	0.06399814308
1159	0.06398211965
1160	0.0639671213
1161	0.06395573168
1162	0.06394369357
1163	0.06392897782
1164	0.06391693783
1165	0.06390456333
1166	0.06388907733
1167	0.06387724833
1168	0.06386655734
1169	0.06385570084
1170	0.06384106408
1171	0.06382932829
1172	0.06381765213
1173	0.06380627899
1174	0.063795379
1175	0.06378103882
1176	0.06376924345
1177	0.06375901294
1178	0.06374853583
1179	0.06373503319
1180	0.06372481637
1181	0.06371499446
1182	0.06370451917
1183	0.06369352385
1184	0.06368191444
1185	0.06367170872
1186	0.06365930801
1187	0.06364854127
1188	0.06363911299
1189	0.06362882074
1190	0.06361917954
1191	0.06360564338
1192	0.06359248189
1193	0.06358063555
1194	0.06356809349
1195	0.06355855629
1196	0.06354925805
1197	0.0635389291
1198	0.06352669605
1199	0.0635149384
1200	0.0635018027
1201	0.06349159312
1202	0.06348193666
1203	0.06347196903
1204	0.06346278657
1205	0.06345386707
1206	0.06344477615
1207	0.06343301723
1208	0.06341998106
1209	0.06340669496
1210	0.06339470858
1211	0.06338565273
1212	0.06337220585
1213	0.06336285949
1214	0.06335351076
1215	0.06334416276
1216	0.06333455508
1217	0.06332146228
1218	0.06330926862
1219	0.06329975659
1220	0.0632878097
1221	0.06327588014
1222	0.06326554945
1223	0.06325335407
1224	0.06324124076
1225	0.0632317989
1226	0.06322315702
1227	0.06321097396
1228	0.06320294293
1229	0.06319067804
1230	0.06318079636
1231	0.06317239336
1232	0.06316160886
1233	0.06315374065
1234	0.06314578363
1235	0.06313550716
1236	0.06312730798
1237	0.06311550505
1238	0.06310669356
1239	0.06309659252
1240	0.06308863693
1241	0.06308071747
1242	0.06307145568
1243	0.06305972928
1244	0.06305095141
1245	0.06304236573
1246	0.06303439497
1247	0.06302710165
1248	0.06301655826
1249	0.06300682545
1250	0.06299898774
1251	0.06298778104
1252	0.06298012612
1253	0.06297038905
1254	0.06295967437
1255	0.06295161851
1256	0.06294425166
1257	0.06293303382
1258	0.06292550952
1259	0.06291807225
1260	0.06291071025
1261	0.06290322673
1262	0.06289603813
1263	0.06288765594
1264	0.06288027964
1265	0.0628705471
1266	0.06286326676
1267	0.06285614423
1268	0.06284887192
1269	0.06284064482
1270	0.06283364559
1271	0.06282624202
1272	0.06281979154
1273	0.06280917723
1274	0.06279903327
1275	0.06279025947
1276	0.0627831362
1277	0.06277326777
1278	0.06276673074
1279	0.06275638696
1280	0.062749761
1281	0.06274069221
1282	0.06273077837
1283	0.06272425367
1284	0.06271738373
1285	0.06271027366
1286	0.06270216973
1287	0.06269573224
1288	0.06268652366
1289	0.06267902102
1290	0.06267262179
1291	0.06266621489
1292	0.06265871328
1293	0.06265245776
1294	0.06264270124
1295	0.06263631621
1296	0.06262667141
1297	0.0626207476
1298	0.0626127867
1299	0.06260685712
1300	0.06260087688
1301	0.06259157254
1302	0.06258592726
1303	0.06257941043
1304	0.06257357914
1305	0.06256448655
1306	0.0625586391
1307	0.06255277098
1308	0.06254606154
1309	0.06254046569
1310	0.06253143003
1311	0.06252569791
1312	0.0625195104
1313	0.0625118519
1314	0.06250244404
1315	0.06249429735
1316	0.06248869917
1317	0.06248238205
1318	0.06247673482
1319	0.06247012883
1320	0.0624647807
1321	0.06245887408
1322	0.06245046736
1323	0.06244476145
1324	0.06243901742
1325	0.06243030202
1326	0.06242082077
1327	0.06241548608
1328	0.0624088744
1329	0.06240330896
1330	0.06239802454
1331	0.06239269294
1332	0.06238326644
1333	0.0623775947
1334	0.06237272648
1335	0.06236728995
1336	0.06236130145
1337	0.06235627346
1338	0.06235107743
1339	0.06234589712
1340	0.06234051981
1341	0.06233520649
1342	0.06232724559
1343	0.0623220776
1344	0.06231650428
1345	0.06231134263
1346	0.06230100924
1347	0.06229341256
1348	0.06228698707
1349	0.06228230001
1350	0.06227486024
1351	0.06226988528
1352	0.0622651273
1353	0.06226017393
1354	0.06225414305
1355	0.06224931547
1356	0.06224417168
1357	0.06223456628
1358	0.06222772624
1359	0.06222282488
1360	0.06221807487
1361	0.06221294061
1362	0.06220804521
1363	0.06219999887
1364	0.06219333945
1365	0.06218895869
1366	0.06218341818
1367	0.06217622808
1368	0.06217132692
1369	0.06216577757
1370	0.06215895902
1371	0.06214906478
1372	0.06213981707
1373	0.06213575579
1374	0.06213133807
1375	0.06212616478
1376	0.06212160059
1377	0.06211725896
1378	0.06211262482
1379	0.06210694063
1380	0.06210268535
1381	0.06209829559
1382	0.06209333083
1383	0.06208888201
1384	0.06208443805
1385	0.06207954166
1386	0.06207507251
1387	0.06206795762
1388	0.0620617315
1389	0.06205558329
1390	0.06205123817
1391	0.06204247288
1392	0.06203853942
1393	0.06202978393
1394	0.06202559532
1395	0.06202159598
1396	0.0620165102
1397	0.06201204276
1398	0.06200774198
1399	0.06200150671
1400	0.06199632422
1401	0.06199205731
1402	0.06198539225
1403	0.0619801691
1404	0.06197636942
1405	0.06197189516
1406	0.06196799134
1407	0.06196405283
1408	0.06196032023
1409	0.06195635163
1410	0.061949169
1411	0.06194162179
1412	0.06193780852
1413	0.06193073313
1414	0.06192611977
1415	0.06192202202
1416	0.0619178087
1417	0.06191244713
1418	0.06190854357
1419	0.06190161474
1420	0.06189580446
1421	0.06189162246
1422	0.06188655729
1423	0.06188101151
1424	0.06187293783
1425	0.06186728718
1426	0.06186022015
1427	0.06185478165
1428	0.06185020419
1429	0.06184647923
1430	0.06184187817
1431	0.06183704927
1432	0.06183242398
1433	0.06182880195
1434	0.06182489469
1435	0.06181852408
1436	0.06181508826
1437	0.06180888624
1438	0.061804856
1439	0.06180100949
1440	0.06179750437
1441	0.06179229559
1442	0.06178835699
1443	0.06178358656
1444	0.06178009432
1445	0.06177704135
1446	0.06177166034
1447	0.06176513691
1448	0.06175983234
1449	0.06175682319
1450	0.06175338667
1451	0.06174941538
1452	0.06174487612
1453	0.06173984318
1454	0.06173280696
1455	0.06172822932
1456	0.06172203047
1457	0.06171656961
1458	0.06171249097
1459	0.06170945489
1460	0.0617062659
1461	0.06170303225
1462	0.06169791687
1463	0.06169479385
1464	0.06168934379
1465	0.06168452545
1466	0.06168080621
1467	0.06167638707
1468	0.061671252
1469	0.06166759555
1470	0.0616622371
1471	0.06165902889
1472	0.06165363159
1473	0.06164885875
1474	0.06164544022
1475	0.06164228911
1476	0.06163879532
1477	0.06163579259
1478	0.06163211713
1479	0.06162749419
1480	0.06162261816
1481	0.06161916942
1482	0.06161283865
1483	0.06160748974
1484	0.06160362958
1485	0.06160068703
1486	0.06159738158
1487	0.0615940023
1488	0.06159022232
1489	0.06158729309
1490	0.06158389171
1491	0.06158101359
1492	0.06157583252
1493	0.06157267629
1494	0.06156973649
1495	0.06156648544
1496	0.06156373037
1497	0.06156090931
1498	0.06155671953
1499	0.06155408402
1500	0.06155116901
1501	0.06154444604
1502	0.06153972757
1503	0.061536119
